gbar,gobs,e_gbar,e_gobs,logX,logY,logXErr,logYErr
0.04226051152277876,0.06222296238740536,0.007113972131656105,0.01312583832265922,-1.3740652505355817,-1.2060493163086858,0.005344701349317241,0.008393079876548058
0.0287690948054232,0.07314565594196824,0.005104815534333733,0.013662421145112692,-1.541073802593313,-1.135811461151151,0.00593849416662607,0.006580317997334853
0.04450292135404072,0.18942523746545592,0.009505403815089655,0.07847145960429147,-1.3516114792146547,-0.7225621596420946,0.008604640379055437,0.032368040095041066
0.02094010475478967,0.07244412609248517,0.0031122463426924334,0.01642302221090427,-1.6790211500538665,-1.1399968221878143,0.0041663797642343325,0.009693227984313714
0.017265018675655552,0.08304020348025054,0.0023475732256586345,0.01848888605385996,-1.7628329475357973,-1.080711595306772,0.003487167536950158,0.009350036474492968
0.01355739506653187,0.07619167430204116,0.0016942209942881175,0.01600766383647813,-1.867823748294133,-1.1180924827578975,0.0029454810795319164,0.008325484163701435
0.010516955434387932,0.07291753404774065,0.0012294465982758582,0.01482242183177934,-1.9781099664004127,-1.137168026900873,0.0025775547249372067,0.007793687961615779
0.008320764167375974,0.06597677709712328,0.0009327677569618547,0.013746477942190546,-2.079836786878175,-1.1806089031453468,0.002370223213158696,0.008187839255445802
0.11867945014479396,0.16227902227579483,0.014562642928644672,0.031290967753883465,-0.9256244744855886,-0.7897376175656057,0.002839866818231187,0.007012644895988213
0.10420489053313352,0.17190713749166237,0.012059841862990911,0.027262019414155368,-0.9821118982945307,-0.7647060912658723,0.0025262460375789003,0.004743477562225909
0.08561608839392883,0.1734306638450253,0.009141921026675312,0.02159656965500851,-1.0674446179842885,-0.7608741135418504,0.0021504670329263497,0.002924734165941835
0.07237429992502332,0.18136798423268183,0.007367350301371082,0.020843523002836328,-1.1404156241649532,-0.741439373826229,0.001954440759206158,0.0024910911687311805
0.05990463892662607,0.1864222163817857,0.005898154249294697,0.018606222311954485,-1.2225395451861896,-0.7295023329848273,0.001828436848955423,0.0018788395776663121
0.05036688279103532,0.18770882525225624,0.004871970682031608,0.018166142677269216,-1.2978549268183737,-0.7265153082616848,0.0017647687654602146,0.0017665449018909535
0.04279295437632537,0.1910327087817948,0.004088020561655904,0.01922496645998732,-1.3686277292897588,-0.7188922661174193,0.0017212748539950581,0.0019102241724676672
0.036160315791590486,0.19367012527419908,0.0034290414160867127,0.019309955164216568,-1.441767785443734,-0.7129373665250927,0.0016960929721392519,0.0018750199219511854
0.03094118283415744,0.19700789154001527,0.002918331672879598,0.020559867045969345,-1.5094630879046376,-0.7055163769671443,0.0016778923562917611,0.0020541964782177483
0.026453320925056176,0.19261652885918784,0.0024875271617947926,0.02263435696240471,-1.5775197992850156,-0.7153064478224314,0.0016677996730035673,0.0026044608876188494
0.02278333045615912,0.18926151059502463,0.0021382440976521226,0.024708411410709605,-1.6423827906603405,-0.722937697899836,0.0016613026877577797,0.0032146497857840563
0.019716970762185423,0.17632363956536334,0.001848343908195994,0.026588853132621142,-1.7051598075653165,-0.7536894582931435,0.001657500998507082,0.004288908188084175
0.017162609364958583,0.1600815146256528,0.0016080435918638543,0.025008009368711493,-1.7654166823001736,-0.7956588152360925,0.001655760899554247,0.004603037360152396
0.014993409048079148,0.14798912709850495,0.0014047574961079986,0.02264526873034183,-1.824099610484437,-0.8297701914603383,0.0016556577261694894,0.004416354868761892
0.08975776096422163,0.3695333062950382,0.010000228312807448,0.13825747508315173,-1.0469279895662076,-0.4323464122400091,0.0023412318979952507,0.02640211326077284
0.08851917529743487,0.33544558569107635,0.009305909244598023,0.1254269709675629,-1.0529626408975326,-0.4743779188652353,0.0020845462243971025,0.026369769214023887
0.08323025767588646,0.3060452052135118,0.008559439305153621,0.1145039881745926,-1.079718760815299,-0.514214420169452,0.001994788140826769,0.02640211326077284
0.05286819108274817,0.15272908949635863,0.008852126894692577,0.01568460709916957,-1.2768055489900176,-0.8160782373079236,0.005287799535429989,0.00198917221958187
0.04423404250914745,0.1828872480841245,0.005269213390944774,0.015739076361777824,-1.3542433690366773,-0.7378165748940972,0.002676374814444734,0.0013968837245710618
0.04014095032471046,0.1935403262985367,0.0040022502057108006,0.01487795982854204,-1.396412349937915,-0.7132285310882874,0.0018750022521181165,0.001114583086015589
0.03542146836003221,0.19146051710989673,0.0033288871795686664,0.014196515832124236,-1.4507334395479303,-0.7179207724484836,0.0016658414144497787,0.001036987949701892
0.033326685222052725,0.19313292801834012,0.003094305188858116,0.01386006038764277,-1.4772078804997444,-0.7141436752753731,0.0016259630603317511,0.0009713734257082753
0.03229431411964384,0.18631296342505305,0.003015053795572727,0.01335729591087556,-1.4908739347535018,-0.7297569263807284,0.0016440182067599758,0.0009694369522580415
0.02879408196774627,0.17587914324928403,0.002703596631501916,0.012602151940894951,-1.540696763381607,-0.7547856586027895,0.001662822692592995,0.0009683433240326246
0.024241791847741785,0.16399219098808984,0.002282328718691412,0.011847968457029411,-1.6154352821614542,-0.7851768317786854,0.0016718433305859476,0.0009844871791150457
0.020360553431141817,0.15241109473780748,0.0019202146327104111,0.011485815804006216,-1.691210421383196,-0.8169834174581833,0.0016776023084235188,0.001071171852605761
0.017098521635523067,0.13409306224440498,0.0016138815780904019,0.010327592507207904,-1.7670414377534542,-0.8725936912529124,0.0016803309498943523,0.0011188044694436
0.014463258569841476,0.1133314751218732,0.0013656496412130187,0.01034035665096394,-1.8397338495401543,-0.9456494584209304,0.001681569848396289,0.001570140717808635
0.10173210239692881,0.17576177088604175,0.014114534539570808,0.0662547520193642,-0.9925419802741943,-0.7550755803356028,0.003630661039169327,0.026801175889479893
0.10615811097486633,0.17365603526647955,0.01366907856568958,0.06311457944820055,-0.9740468181060447,-0.7603101185589107,0.0031270925740417596,0.024914274503747166
0.10375981580985448,0.16126325994915233,0.012430420131982098,0.058793332488630966,-0.9839708078649442,-0.7924645651517097,0.0027069600929698068,0.025069975383519343
0.09637140960559237,0.1547866260290298,0.01099688150137552,0.05633499182598595,-1.016051788629962,-0.8102665662158519,0.002455903456820231,0.024983784564409056
0.08751359769599942,0.15574259335657115,0.00950437814312619,0.05806595196798784,-1.0579244618859136,-0.8075925979006178,0.0022246667311745,0.026217840644460064
0.08053207322474462,0.151509755730946,0.008483087824310905,0.054483294256917274,-1.0940311202484847,-0.8195594019886868,0.002092853311101516,0.024390131622130932
0.0737116139656893,0.15352913792253758,0.007574522420366686,0.05393552363750184,-1.132464079524459,-0.8138091886684325,0.001991623731345516,0.023277524846306075
0.06762768869661162,0.15945234256085772,0.006769951443536436,0.05349805461801772,-1.1698754551513322,-0.7973690960272884,0.001890125496446198,0.021231603455907383
0.06255882303746803,0.160961739224403,0.006106060025258393,0.05330532568861074,-1.2037114305546872,-0.7932773439584098,0.001796857440384426,0.02068542807653069
0.05798953686190478,0.15668414851031062,0.005550062922384608,0.05221792716397637,-1.2366503597657061,-0.8049749382009881,0.0017276873597251304,0.02094873269747999
0.05456740570483246,0.1561044164857859,0.00516353521282828,0.051547085301994554,-1.2630666933647063,-0.8065848097609439,0.001688870288493744,0.020565840767518103
0.05168879489851158,0.15929078371175776,0.004849152965786338,0.052184019642107726,-1.2866035930988513,-0.7978093509968363,0.0016599980465333468,0.02024241771534251
0.04963878299248405,0.15997824187393783,0.004628501480336155,0.052508673877150566,-1.3041788747584757,-0.7959390803231364,0.0016398615613574558,0.020319306605961793
0.04833933747639469,0.15425308712512223,0.004492161506368176,0.050663758768416896,-1.3156993061898015,-0.8117661355087288,0.0016288382489786756,0.020346780874017065
0.04729811732179693,0.1516827683749962,0.0043915381907474885,0.04984670934220035,-1.325156145795537,-0.819063753588465,0.0016259764158509805,0.02036897225373263
0.04568486244341738,0.1484010601243938,0.004244581864983028,0.04876599176128473,-1.3402276784058116,-0.828562996600591,0.0016281477291590978,0.020367078520103422
0.04438603689187291,0.1411926784415088,0.004130245795613027,0.046943924842366376,-1.3527536302129113,-0.8501878230780704,0.001633156029391249,0.02084985612533471
0.04226413260910515,0.14073540757230948,0.003938719461825196,0.047012326758871105,-1.3740280396646656,-0.8515966248202443,0.001638078838270261,0.021046765601954318
0.04004715133423804,0.1387685569130725,0.003737520954266428,0.045440244785049,-1.397428371060929,-0.8577089280174226,0.001642830045892336,0.02022403476317977
0.03685605668323805,0.14035932171737153,0.0034412377834965088,0.04764866542698135,-1.4334911328261775,-0.8527587391679059,0.0016442969587905747,0.021736398285725145
0.03370704757258261,0.1315844857463109,0.0031477160501632287,0.04387442826047125,-1.4722792860162404,-0.8807953124846346,0.001644819672709246,0.020969215732931926
0.03059398727856468,0.12618791434135748,0.0028565024115852645,0.04126761667514037,-1.5143639182349555,-0.8989822376925153,0.0016442416655940999,0.02017213535680554
0.02776051676390788,0.12039087933027974,0.0025911777934526418,0.03937586063103109,-1.5565724537206136,-0.9194064134649836,0.001643266327856307,0.020176301911897458
0.025220867355695304,0.11652808205898119,0.0023531389588316944,0.03812092342411046,-1.5982399819455295,-0.933569401559874,0.0016418887787238688,0.020185255464812372
0.023091579951342703,0.11042993117599072,0.002154053839253612,0.03606173934430296,-1.636546351159254,-0.9569131985019382,0.0016412488430814012,0.020113532867826384
0.02098483731874715,0.10590609787641617,0.001956386092612417,0.03475796836819699,-1.6780943932308698,-0.9750790333029394,0.001639330589693201,0.02031587146716104
0.16086287784148728,0.21640501324217276,0.015152468624634388,0.03501165716319544,-0.7935441660232698,-0.6647326825756665,0.001673492388757054,0.00493695674406674
0.13531930120546415,0.22284016570059356,0.012919071293306496,0.03479805551960332,-0.8686402535931503,-0.6520065272776339,0.0017191418770101134,0.0045992988579932744
0.1058944492991327,0.258954074031223,0.010242162426711502,0.03427888704461255,-0.975126803839029,-0.5867772519936019,0.0017644345287144024,0.0033050387252440533
0.09858199678838558,0.30457032560178193,0.009457662882962542,0.03892018212438619,-1.0062023894132406,-0.5163124124090139,0.001735965382908505,0.0030799465173165907
0.08621881406626465,0.356145899405358,0.008232449827768332,0.04498105891653778,-1.0643979551311604,-0.44837205167285227,0.00171958131760697,0.0030086528231339344
0.07524804123301379,0.31380723791547543,0.007159359722083149,0.042055415075641714,-1.1235048006213657,-0.5033370436984119,0.0017073658556395837,0.003387556577982675
0.06529243703125623,0.29491484369929566,0.006240756764785031,0.04199442730548476,-1.1851371211110453,-0.5303033679213848,0.0017231273555927149,0.003824359271612391
0.05803182238549224,0.26424143814844625,0.00554454476749687,0.03927700365540301,-1.2363337909806018,-0.5779990756387936,0.0017217416812543111,0.0041671916302554405
0.05121501444900157,0.21269580589545925,0.004846394129307992,0.03336924453457538,-1.2906027004218754,-0.6722410737757718,0.0016889293514737566,0.004642410279542979
0.04071577657461265,0.17339712435141036,0.005187895236128752,0.056677647882622,-1.3902372774656981,-0.7609581092166143,0.003062143734951632,0.020151551025812647
0.04152664566664571,0.18379419590222693,0.004356098011731314,0.05906817416792876,-1.3816731478041648,-0.7356682074626152,0.0020754401008740535,0.01948103968525684
0.04028755892339039,0.15777032234738309,0.003879490443500916,0.05066593626392488,-1.394829046292899,-0.8019746871400961,0.001748944741316032,0.01945136761752065
0.03718827882742063,0.14176696119947885,0.003498688446167095,0.04555215172911318,-1.429593921481076,-0.8484249697213068,0.0016694253626558936,0.01947315652984669
0.03169003489752792,0.12078321961464916,0.002952035249045743,0.03885578289472591,-1.4990772825580283,-0.9179933979580405,0.001636689384270082,0.019519412689867323
0.02529885027916187,0.1077267354352586,0.0023509917191902154,0.03469286254855749,-1.5968992151388637,-0.9676765008702686,0.0016288055922282396,0.01956148834785974
0.019257011495465208,0.10168740107245598,0.0017898502032362576,0.03261442351736839,-1.7154111103440672,-0.9927328522263297,0.0016293868763971693,0.01940232343642708
0.35199413443640903,0.5505421402560979,0.08580129655335404,0.16176099184072493,-0.4534645734625657,-0.2592094331313717,0.01120689932810635,0.01628302505540184
0.3340620804665565,0.6438049191004281,0.08148751866704601,0.1808474419726544,-0.47617281852156434,-0.19124570933724852,0.011222676562063305,0.014882804662349123
0.28491562500325684,0.7680425454140157,0.06963903859869713,0.20973089144587576,-0.5452837330468694,-0.11461472173052159,0.01126786467036235,0.014064453827627608
0.24913484776957545,0.771821701590087,0.06099174804973951,0.21262607323198196,-0.6035655212168648,-0.11248301437783713,0.011304251890252345,0.014314220035405851
0.241816648186289,0.8906520247093118,0.059121816457344926,0.25593570522495773,-0.6165138028691822,-0.050291940482268406,0.011274356571416129,0.015574505247647766
0.24430665719326664,0.8828183819010124,0.05942355384601066,0.23263215413600688,-0.612064698630702,-0.054128632607047755,0.011158742672852932,0.013096805329343365
0.26319600235003243,0.9215626098993965,0.06292558430672682,0.2377186541624572,-0.5797207114505842,-0.03547515397704802,0.010781136865905275,0.012550050005163557
