gbar,gobs,e_gbar,e_gobs
7.773273500047572782e-01,1.232663277987789963e+00,1.670293866060894028e-01,3.869584860063954856e-01
7.314947893111917177e-01,1.167015797793955034e+00,1.562079966724047031e-01,3.670643179894556574e-01
6.893592628061184779e-01,1.105576864739507892e+00,1.471535540918266771e-01,3.477500093603455023e-01
6.569474096390826023e-01,1.036253027784819647e+00,1.405836211626090571e-01,3.270733511178158803e-01
6.126194735865335694e-01,9.853567784713301858e-01,1.312289720091364964e-01,3.099738467749786341e-01
5.738842142623814535e-01,9.492595499530734893e-01,1.228746881687686615e-01,2.986183692198556838e-01
5.365517109288081565e-01,8.936881823493234567e-01,1.147850886353370958e-01,2.811548924234218427e-01
5.111127884932270549e-01,8.807028554688082211e-01,1.094147219506640817e-01,2.770606628672558358e-01
4.784026704531682550e-01,8.815618491881386243e-01,1.025172442421719565e-01,2.773046840175307226e-01
4.499830675445437578e-01,8.524572877032130513e-01,9.612978909942386518e-02,2.681495337198189777e-01
4.247917016002623614e-01,8.354281631919406870e-01,9.023256810805146966e-02,2.627848434800912347e-01
4.020497764513051298e-01,8.003085955517115213e-01,8.473506841795047650e-02,2.517456062899768865e-01
3.869724577128713094e-01,7.734711594948894264e-01,8.098988733704733101e-02,2.485134420529858390e-01
3.684806185822248614e-01,7.513035120113022991e-01,7.633641847496595856e-02,2.413910583535586463e-01
3.519453178007346805e-01,7.298215455279091213e-01,7.186746230547229330e-02,2.387013206991757397e-01
3.375290238785281782e-01,7.265656353382323740e-01,6.788885283193638043e-02,2.398762075460695864e-01
3.234232547260041946e-01,6.993430777950094823e-01,6.420803795564178351e-02,2.310177876591478219e-01
3.135181208653650686e-01,6.622196173895441573e-01,6.161333945647981536e-02,2.191339395525428169e-01
2.966560618935075166e-01,6.152627205377625419e-01,5.824825069782973985e-02,2.018204172753833292e-01
2.798839239505983567e-01,5.858580092813160389e-01,5.519589782215445634e-02,1.903986322584276802e-01
2.655340492298723376e-01,5.576701099926372196e-01,5.234159223277928125e-02,1.833159555905818083e-01
2.566710262614292359e-01,5.410369701862893788e-01,5.036601099267970505e-02,1.779465190563210009e-01
2.288625454775043977e-01,5.220897451975652359e-01,4.778570912794482400e-02,1.738797617616929525e-01
2.182136052551426897e-01,4.974507665819150604e-01,4.542595548846981718e-02,1.681369618842073477e-01
2.086691477362975222e-01,4.804205119999466200e-01,4.331806259476405491e-02,1.625235081484015520e-01
1.996766901721226117e-01,4.641601902621884101e-01,4.133340495655976610e-02,1.571631470489475435e-01
1.929530622851770016e-01,4.564683928235580002e-01,3.984986527256630107e-02,1.545587291835650023e-01
1.849416736693678398e-01,4.470171726028127068e-01,3.808604131233320894e-02,1.493094181642043439e-01
1.775149688289288930e-01,4.548462162822029531e-01,3.645605369164665877e-02,1.557980704163759167e-01
1.703337266143993278e-01,4.400114997639172354e-01,3.488199789575548160e-02,1.531871148929985493e-01
1.652688755709739721e-01,4.389626976183800267e-01,3.377178241611332454e-02,1.576878058070314559e-01
7.706664735775891728e+00,5.928198552518854747e+00,1.584056299708598736e+00,1.236731043111751527e+00
7.059622530534149121e+00,5.670758006130210305e+00,1.518928184705021556e+00,8.562162057832888307e-01
6.584788648117526400e+00,5.372501519303587436e+00,1.461194764697609338e+00,6.556041966545030908e-01
5.773935549373864440e+00,4.743529407217060623e+00,1.300335355680928506e+00,5.274125748966763672e-01
5.037812642728707324e+00,4.312661988322321172e+00,1.145689732151336626e+00,4.787741918015081533e-01
4.564796855418283172e+00,4.000938904522718609e+00,1.048192329608085727e+00,4.432976104565108932e-01
3.998324321359069344e+00,3.640310057686487522e+00,9.217505130069360009e-01,4.033405129153628255e-01
3.555280349748865643e+00,3.339317182401957407e+00,8.223999227433907988e-01,3.699909853264171100e-01
2.795716421313021005e+00,2.861634109518254032e+00,6.486116407541883122e-01,3.170644673719696383e-01
2.157949943005625926e+00,2.464697934479187058e+00,4.995906801678849374e-01,2.733496353187568895e-01
1.771770473581017802e+00,2.071942718444093945e+00,4.092040315946971485e-01,2.371769769706825182e-01
1.491440150811882193e+00,1.854753318623560743e+00,3.427733950226236614e-01,2.124689706490759944e-01
1.263687089963376753e+00,1.670519587519619042e+00,2.882303063024421741e-01,1.915044553656734538e-01
1.100356095299293013e+00,1.503842836084277712e+00,2.489116657137683541e-01,1.726537432517652459e-01
9.650058865697466182e-01,1.364435646288644000e+00,2.162094747700215591e-01,1.485611571530768282e-01
8.467416789108170860e-01,1.223804681066732458e+00,1.883298786292274540e-01,1.306540049329018016e-01
7.518044895943332140e-01,1.122502757413754493e+00,1.660948362543385459e-01,1.198958165292881711e-01
6.831222431350094659e-01,1.030689320033272960e+00,1.497342711649816416e-01,1.101699118415434553e-01
6.261583950751332672e-01,9.776975804880531085e-01,1.353214430198145801e-01,1.044797805842643951e-01
5.799667016541464326e-01,9.381415976722023986e-01,1.236713143080041682e-01,1.002039880348728623e-01
5.353226212100377079e-01,8.958234842361209038e-01,1.129209137991917661e-01,9.566111329858689727e-02
4.865888944614474299e-01,8.574063622606717949e-01,1.013705840153954346e-01,9.153713563725020264e-02
4.439382693400170665e-01,8.300083911170124118e-01,9.113488811275677337e-02,8.857110096324073700e-02
4.107862509137117368e-01,7.818173005111153095e-01,8.352750273526050873e-02,8.346720928422177166e-02
3.741025378269798862e-01,7.408682620951559938e-01,7.607872283352695719e-02,7.911411567876622253e-02
3.428464677341291345e-01,7.036976350570437466e-01,6.975995289557043733e-02,7.516275749672333972e-02
3.158339934127829540e-01,6.865022519072920826e-01,6.407608450210214301e-02,7.329132662653431440e-02
2.909623748063864257e-01,6.654081735507619833e-01,5.905744598460495320e-02,7.102277089801993515e-02
2.675824025685026863e-01,6.403201448696712594e-01,5.452816540676443807e-02,6.834498396343530180e-02
2.482948880292526195e-01,6.297347005727408353e-01,5.086755926263260286e-02,6.859243789860389184e-02
2.291531136710957817e-01,5.826289328345116703e-01,4.721414789251395655e-02,6.358762107477838876e-02
2.131297042079248472e-01,5.630020068375910514e-01,4.397707918052518039e-02,6.309069423803943810e-02
1.996005298582323451e-01,5.584209770190707856e-01,4.103725965546181631e-02,6.246563687581568880e-02
1.873430287116377435e-01,5.317888752462162083e-01,3.844739384822464662e-02,5.955702648880024930e-02
1.755367477208255034e-01,5.329210135934094872e-01,3.618230245999633221e-02,6.336351179494355279e-02
1.639121329279181472e-01,5.055651395208202725e-01,3.382347318516350232e-02,6.490596396784172051e-02
8.172934145366027581e-01,1.301083484532766565e+00,2.033819767130043699e-01,4.471216748439332811e-01
7.534789783436124377e-01,1.209508214708673757e+00,1.871603560245609366e-01,4.175656485274717444e-01
7.030864827819475193e-01,1.143134423751130280e+00,1.737645939715652121e-01,3.786632243803657594e-01
6.703907870467049612e-01,1.157071634166004115e+00,1.647253785017554761e-01,3.753691278813078291e-01
6.583484599847750918e-01,1.127297851710861387e+00,1.607953384218427373e-01,3.565358546912494875e-01
6.522818609861740224e-01,1.141170982058894889e+00,1.583682941040891745e-01,3.604385804286153738e-01
6.694072262052946920e-01,1.146047583277749249e+00,1.617382097737988522e-01,3.638164804172319688e-01
6.848223128817162442e-01,1.170756210529354746e+00,1.646461557616984706e-01,3.720172261430370608e-01
6.885027323346986083e-01,1.146145139776230115e+00,1.643585445918705479e-01,3.675527993125466963e-01
6.508359496066284944e-01,1.191285334801438278e+00,1.538558409420684170e-01,3.818456438222025962e-01
6.104016576883136702e-01,1.190381526441352644e+00,1.424939830622931614e-01,3.739803259665018254e-01
5.856390825825600333e-01,1.145364580330396231e+00,1.345397878789086066e-01,3.648855087313394030e-01
5.639960280587380526e-01,1.060832546667823006e+00,1.275009324215800599e-01,3.512617284713623333e-01
5.385797005278902816e-01,1.046176884417725050e+00,1.194138484181853643e-01,3.593585630491996086e-01
5.107943525589222489e-01,1.032475300250224270e+00,1.111733886496191204e-01,3.600746580249442053e-01
4.833465074732407607e-01,1.057084960193203971e+00,1.030572587906334325e-01,3.619531948378805208e-01
4.608729314289312096e-01,1.144488251792799005e+00,9.613764616136916130e-02,3.711480719350214730e-01
4.330562961461787430e-01,1.055904816271121316e+00,8.991165945854238950e-02,3.489797585341133934e-01
4.064372484473630642e-01,1.045091009081265732e+00,8.382864463919308118e-02,3.403989689938816676e-01
3.812104219848374553e-01,1.038283955710474382e+00,7.812755927219083851e-02,3.343869741973364840e-01
3.571722566871469717e-01,9.615791704560502362e-01,7.225112839173306045e-02,3.145943617446655405e-01
2.782195132278578731e-01,7.334037858380587638e-01,5.283869342094889288e-02,2.554393165457138348e-01
1.778628012277666814e-01,4.847388496715557826e-01,3.122722624500653271e-02,1.524529419071941061e-01
1.523829436039332574e-01,3.937546838577995478e-01,2.672800813268697007e-02,1.231316955809127756e-01
1.317018154771128491e-01,3.395051915354310723e-01,2.338728162012465583e-02,1.107243228680505620e-01
4.331891335521799391e+01,3.612440090654382630e+01,1.072897434551276419e+01,4.412007113454870399e+00
1.241723683715311921e+01,1.177608754000979374e+01,2.951800983446091653e+00,1.512697665039994588e+00
5.933450217518748460e+00,6.306045409665937740e+00,1.333857265011858306e+00,4.891287891311160707e-01
3.529300703448233101e+00,4.384583746661529169e+00,7.507149793066751897e-01,3.175855777185357387e-01
2.352329639386965709e+00,3.349277746797216793e+00,4.821423493774005808e-01,2.201268116950049203e-01
1.662251619220025400e+00,2.743789424493485729e+00,3.342822346589102156e-01,1.767445114253448357e-01
1.226729888358309983e+00,2.300194436453032232e+00,2.435865874712868362e-01,1.600185923509335750e-01
9.518307713042859497e-01,1.977611028287483030e+00,1.860250176680980083e-01,1.047485596222783727e-01
7.559089358226057653e-01,1.696428561712325367e+00,1.457626872859233702e-01,9.799288018354129770e-02
6.131042290260669825e-01,1.459446155644732235e+00,1.166844411191100966e-01,7.725555400463848810e-02
5.107871802521689597e-01,1.287919919943739444e+00,9.635158599048529449e-02,6.640197131704422828e-02
4.301136735565138647e-01,1.157681188854335685e+00,8.085827127047578999e-02,5.980460431421022460e-02
3.590747130416149235e-01,1.059348525418457143e+00,6.764179713327307664e-02,5.728227410766024985e-02
3.111270130737452400e-01,9.835303406966590112e-01,5.823850555346499897e-02,5.597461641079707478e-02
2.730711980838901876e-01,9.172727343085652629e-01,5.058764256100872075e-02,5.682727665670565809e-02
2.373255321551510921e-01,8.549235507553331059e-01,4.387765987352622299e-02,5.635924216101356049e-02
2.103093843905937954e-01,8.048521063510076790e-01,3.884170814344155287e-02,5.151281216282631997e-02
1.874072956538102019e-01,7.599320451158516621e-01,3.462676411297502949e-02,4.908608289698633553e-02
1.059600141373163301e-01,5.311905162387922097e-01,2.609655387547994004e-02,1.695134341362905250e-01
6.888123936785385537e-02,4.868744582186710357e-01,1.654491049211516060e-02,1.346973437248950023e-01
5.395547359989551206e-02,4.315119823099173857e-01,1.226078463035020286e-02,1.178173299173714550e-01
4.657634601819501952e-02,3.678356512614717189e-01,1.036952103850859175e-02,1.002756935649428138e-01
4.519959809374578252e-02,3.065296045558588700e-01,9.685411194321693826e-03,8.351489921573029829e-02
4.402532232860578709e-02,2.925292823655216146e-01,8.397923379597448806e-03,7.964606422432585209e-02
4.235158721022789369e-02,2.749899092682298596e-01,6.793927736148964655e-03,7.484535995910381045e-02
4.024424676056130579e-02,2.492813516615927094e-01,5.601219362039095914e-03,6.785760635047968781e-02
3.864926001348070739e-02,2.266910810496384487e-01,4.838384843261256223e-03,6.170513732231971277e-02
3.581173643625534114e-02,2.052123598999581189e-01,4.133364449679696739e-03,5.586321246412601083e-02
3.456490156511750345e-02,1.933090490546908458e-01,3.733886410658885865e-03,5.263091896440387496e-02
3.109585493374845966e-02,1.779680429217105897e-01,3.271413415170667735e-03,4.846601184994706046e-02
2.627206793322142339e-02,1.648340646503691220e-01,2.771764923453133751e-03,4.488032019609759782e-02
2.331592167891780726e-02,1.442741628062697012e-01,2.429416302382719772e-03,3.934859355378441531e-02
2.130169111690462594e-02,1.325363524577171659e-01,2.174399350043283025e-03,3.617460841758537993e-02
1.913709158704392232e-02,1.325809005521199346e-01,1.936090252900700718e-03,3.621768007495713981e-02
1.680573654584023233e-02,1.289208638506172677e-01,1.702015159900203403e-03,3.529006018082087026e-02
1.484131472357500675e-02,1.257377548603890727e-01,1.504941520115033382e-03,3.443134583513661473e-02
1.298526204619627165e-02,1.105798814470145275e-01,1.325214359193426211e-03,3.042529456200603402e-02
1.151746912403900369e-02,1.101586780463721660e-01,1.181086472292147260e-03,3.096411572574110996e-02
1.037461419368534803e-02,9.420870032007837291e-02,1.063656876261146822e-03,2.715205525138346745e-02
1.259179180911680351e-01,4.673046925736245027e-01,3.105184215381055768e-02,1.674712128423553048e-01
1.529363791539876671e-01,4.408055841161399035e-01,3.742507114104366012e-02,1.634249490886618139e-01
1.522532434003870394e-01,6.202880498523853925e-01,3.683274165290113811e-02,2.212731948908322199e-01
1.457344856608435157e-01,5.866614797721287911e-01,3.475380390764919170e-02,2.074595078776307888e-01
1.354093710898424952e-01,6.637115987989905541e-01,3.168580375021720630e-02,2.380090671129240221e-01
9.375608396443868564e-02,3.831046158567423809e-01,1.455612582223600460e-02,1.328335230800938849e-01
7.742621277335801078e-02,2.854060795747808688e-01,8.846046710330301294e-03,9.872499663951320170e-02
5.348650334634664355e-02,2.283100596870946686e-01,5.547996423783382869e-03,7.909799823565002996e-02
9.526350847187790849e-02,3.495918802543841464e-01,1.729365681491023404e-02,1.615653227846906015e-01
6.972578368294059248e-02,3.433316110842561941e-01,8.282487135007154597e-03,1.537495755968053546e-01
5.039957404664296980e-02,2.797960743919226667e-01,4.990091602434123738e-03,1.250542541870797442e-01
3.086733588919127885e-02,2.079470054510957622e-01,2.973135495090825989e-03,9.329599744490317537e-02
1.111701258286242923e-02,3.120265036936188952e-01,2.722367823782257095e-03,1.083073193123268996e-01
1.725036378346459301e-02,3.561562726246870203e-01,2.971621696317844341e-03,1.160695577732614031e-01
1.618360893927202684e-02,3.015420484928105771e-01,2.357701559132588560e-03,9.886958086593153339e-02
2.575687690041082376e-02,2.872398840612732651e-01,2.712479760895839236e-03,9.492454869470388912e-02
2.595473894066276793e-02,2.624311843941977695e-01,2.625095083404583186e-03,8.473952732377970642e-02
2.641482194429756181e-02,2.489209868313204677e-01,2.579324328978422655e-03,7.887589648894569039e-02
3.318817103471285307e-02,2.356189220382619021e-01,3.088176356221130920e-03,7.433199660294627364e-02
4.492024810723337785e-02,2.275779386053493614e-01,4.186322979416969535e-03,7.182006414068199673e-02
4.903056305627016137e-02,2.131855052146225948e-01,4.600245991522649777e-03,6.740080511228470350e-02
4.670116975580046459e-02,1.952311044837686527e-01,4.416483398411998398e-03,6.188394025476229299e-02
4.481104762734154645e-02,1.765070996173229434e-01,4.258417362763996378e-03,5.643801698928641031e-02
4.040924876017766565e-02,1.622234305395098553e-01,3.845327966804087689e-03,5.211178231547024253e-02
5.804133685666921366e-02,2.069518553966031293e-01,6.416094353734007154e-03,6.758679477193665908e-02
5.142605492797504979e-02,2.135435045985530078e-01,5.035666934257629866e-03,6.857859206387650897e-02
3.501597099234088351e-02,1.973941480203828813e-01,3.441015471942047901e-03,6.328228530151806808e-02
2.536757704114268527e-02,1.782236750659425828e-01,2.449056790620890173e-03,5.731228578736141666e-02
5.023330881779087403e-02,2.965260269853109976e-01,5.891539636858636464e-03,4.675141948182915536e-02
4.877552668122506901e-02,2.741371455700293280e-01,5.364666955047162587e-03,4.241671070997608123e-02
4.415255052280665782e-02,2.559623330367455374e-01,4.776301336337476257e-03,3.901305045696683294e-02
3.857292731837413252e-02,2.376946889495927528e-01,4.158200770237424106e-03,3.581433209359412284e-02
3.867686650101654494e-02,2.231339673924974953e-01,3.988912672567037493e-03,3.324147704181396046e-02
3.797868926408050350e-02,2.102681250574977567e-01,3.830165913296916785e-03,3.107534708731617135e-02
1.011919671509313723e-01,9.999424502413502003e-01,2.400078569544675591e-02,3.411109004248305543e-01
1.134022068043880199e-01,8.030794058681459680e-01,2.584126654346797711e-02,2.648933136492935270e-01
1.087459057464741918e-01,6.919850073742376262e-01,2.173867518548530664e-02,2.221472580195406055e-01
9.989140402921352357e-02,5.459032996187411779e-01,1.796841950776488853e-02,1.751919374242287553e-01
7.975508172940644347e-02,4.460490190813501954e-01,1.267788730448808632e-02,1.431270675946781368e-01
7.025237497304302747e-02,3.922881118873176032e-01,1.006416605164789195e-02,1.258349565047529317e-01
6.195508448010472735e-02,3.543898968623896972e-01,8.076571566221497911e-03,1.145022538223913616e-01
4.871714806571317974e-02,3.224854085649463964e-01,6.183908308860013199e-03,1.050540983046299448e-01
2.050594097921095482e+00,4.638557098208048401e+00,3.637999460969335019e-01,1.339133847488898965e+00
2.029237066755702479e+00,4.583171341811533850e+00,3.602271802922536459e-01,1.384709128287222590e+00
1.981443782299660450e+00,4.473966262963982921e+00,3.523589078428866483e-01,1.293781534970174674e+00
1.244391821044692259e+00,2.896465308075246714e+00,2.289195816149326990e-01,8.382747499954809056e-01
8.497586913986439061e-01,2.137333464120224846e+00,1.605656243096551805e-01,6.109292607191891822e-01
6.174929292449334861e-01,1.814230046968069887e+00,1.183127687314557280e-01,5.177700759412712239e-01
4.721153995131803782e-01,1.577261690176071651e+00,9.091344349332572405e-02,4.482245733914438923e-01
3.512061614650853203e-01,1.316620722822781531e+00,6.717131901995211651e-02,3.735503628156134348e-01
2.685006654044508334e-01,1.068400828419390880e+00,5.102948904912724126e-02,3.037769929607197494e-01
2.127224837580243832e-01,8.731036461499528389e-01,4.024419736722888163e-02,2.479604004007965601e-01
1.719319050699867901e-01,7.369418577273606497e-01,3.208954751390734328e-02,2.093380703277720190e-01
1.426233976412338011e-01,6.464199358891837832e-01,2.605942575577810741e-02,1.834441511203867559e-01
1.215642151197840609e-01,5.854692514782096069e-01,2.180825219579180310e-02,1.660659282287780536e-01
1.035262834365630186e-01,5.371079333000899902e-01,1.822760126600395797e-02,1.524276191694974580e-01
8.932785851299207547e-02,5.018070024044715138e-01,1.554057147738477883e-02,1.426557641123696318e-01
7.726789216959151219e-02,4.740698826441446245e-01,1.341255157274223210e-02,1.397307993438528517e-01
6.716470218525649738e-02,4.470848156268786844e-01,1.170199492571449493e-02,1.332311867876130596e-01
1.024280740271753309e+01,1.773373491448647243e+01,2.366377266537002200e+00,2.440407584612647174e+00
4.827326103726871764e+00,6.277132885394880013e+00,9.700663172095662645e-01,9.029860841687248341e-01
2.183509164361089105e+00,3.114189319877960660e+00,3.867402579025309151e-01,4.484991486287827067e-01
9.656870812340497823e-01,1.741083188815775618e+00,1.887996847432686365e-01,2.467441203357609580e-01
6.062981628899245523e-01,1.322317764691301134e+00,1.242560373352612352e-01,1.854433687063881397e-01
4.944657741393191364e-01,1.142721530056763690e+00,1.013140529572481852e-01,1.595472080004269877e-01
4.062401487010613987e-01,9.528295618126123578e-01,8.231521767439725634e-02,1.335053180656721739e-01
3.296650722521252685e-01,8.138279833928206974e-01,6.610959012114793476e-02,1.143412210837950471e-01
2.748807895407820445e-01,7.238663715533862897e-01,5.414036847778037898e-02,1.017017926562986119e-01
2.390837551845636511e-01,6.566465835193625589e-01,4.530617985033549150e-02,9.217279830709521060e-02
2.093362454910898951e-01,6.014462831699756151e-01,3.803366841652854047e-02,8.434752056213547233e-02
1.751075733455957628e-01,5.712384965145731464e-01,3.160146808069832364e-02,7.975653282452331572e-02
1.593978961006621842e-01,5.449059464972115796e-01,2.770176303689423497e-02,7.575753665368409329e-02
1.498466055235000149e-01,5.272886847909744601e-01,2.476693509068594173e-02,7.295273760635061222e-02
1.371479270960589969e-01,4.922924463888365132e-01,2.180725371820212144e-02,6.811085218191270663e-02
1.217713493948866105e-01,4.616524930364354629e-01,1.895638974441693839e-02,6.387167819304807870e-02
1.092900618837989168e-01,4.346687270184472207e-01,1.677734868176931904e-02,6.013835400324146763e-02
1.014561335057966723e-01,4.100216044435301965e-01,1.503003602229797432e-02,5.672831483907418010e-02
9.242412491059899537e-02,3.885434915065665851e-01,1.338225679120004855e-02,5.375672227021219274e-02
9.915219182274880083e+00,1.226970718060580801e+01,2.447802541836721524e+00,3.075389968158126930e+00
8.984045683928712833e+00,9.748833433451837394e+00,2.208509295387086624e+00,2.168868080261915132e+00
8.427000445844150534e+00,8.066017848430751869e+00,2.063955281429616928e+00,1.693733585395181374e+00
7.877974663956979207e+00,6.715598570639178533e+00,1.922337683129952568e+00,1.410250569520268282e+00
7.057362291284444922e+00,5.655035217456317653e+00,1.713403091268981493e+00,1.193150597499049947e+00
6.028214610904778503e+00,4.874416716725918697e+00,1.453220053154530955e+00,1.042273751822173189e+00
5.635063613567388607e+00,4.508465827557467165e+00,1.353610666732512291e+00,1.015513112057791156e+00
5.314188116221178149e+00,4.251065471790937522e+00,1.272503303577945166e+00,8.990381527706641229e-01
4.660850234706949813e+00,3.753085184878846015e+00,1.107157107723051315e+00,7.885131345572716777e-01
4.096058184612374475e+00,3.379010073546188320e+00,9.644134155615489146e-01,7.102677097335067247e-01
3.599827876758001644e+00,3.067426795151452001e+00,8.389507271617542283e-01,6.509510538372862420e-01
3.171086812073697470e+00,2.831470887832110428e+00,7.304068488670152348e-01,5.981861541298840734e-01
2.806901664910673055e+00,2.654936486357720060e+00,6.391932982786204809e-01,5.887483523084483528e-01
2.487038781027538725e+00,2.502056789919230972e+00,5.622434872049779653e-01,5.381131891153427826e-01
2.219480002872374680e+00,2.368396541322411508e+00,4.975942127453132913e-01,5.263150445162071422e-01
2.003429727312974862e+00,2.275770170916746160e+00,4.443101105348002400e-01,4.787065248755468794e-01
1.971568245369516692e+00,2.254232913778733582e+00,4.363724382274750124e-01,4.833441343332151585e-01
1.819465909790074054e+00,2.190279465491499433e+00,3.979300232116841363e-01,4.607080168569382406e-01
1.659163303020757985e+00,2.111162566303354637e+00,3.576572500196799065e-01,4.426013648857311522e-01
1.527951052429357581e+00,2.027131565994173545e+00,3.249041640385413321e-01,4.267984590327188466e-01
1.405736655024754311e+00,1.945969093969048158e+00,2.950063197620423350e-01,4.089660143452414354e-01
1.304834684063501671e+00,1.874754988137624867e+00,2.699667760809200678e-01,3.937019114040034018e-01
1.213686749021683164e+00,1.809809577273705283e+00,2.477039897914348476e-01,4.001776083286642249e-01
1.131785970885759385e+00,1.734400844887300508e+00,2.280544473033023767e-01,3.794447989430466128e-01
1.061937393149612552e+00,1.665024811091808887e+00,2.113455673714596250e-01,3.715597298412688931e-01
1.013599003282065203e+00,1.617802468760423551e+00,2.000783703918575240e-01,3.439566412423103459e-01
9.966020058701225981e-01,1.600985395280585477e+00,1.961488353653340344e-01,3.406845394130895710e-01
9.379335032088420565e-01,1.527578138482509118e+00,1.826309560050742298e-01,4.281664952121113643e-01
8.789998539989041237e-01,1.467356308023102018e+00,1.691885772423393219e-01,3.126548384712989348e-01
8.401325902145854174e-01,1.411781499546172380e+00,1.602203946701419301e-01,2.986777461950365087e-01
7.918589161077659311e-01,1.347167470566271730e+00,1.493496856324114108e-01,2.945636686545737293e-01
6.489317601062221108e-01,1.149594194594985908e+00,1.172899654530611263e-01,2.416793355745743832e-01
6.261693820825994239e-01,1.111577309823476023e+00,1.122278260251507453e-01,2.912664720323797085e-01
4.716981878251235716e-01,8.925629269271010413e-01,7.777809513677812203e-02,2.002457780572045043e-01
3.755162743077099519e-01,7.863780720575822558e-01,5.580043811196813697e-02,1.909773184393589729e-01
3.138488216120504104e-01,6.766261189113342844e-01,4.252216878233940761e-02,1.665943591255939493e-01
2.580649194555129089e-01,5.640030257836294858e-01,3.312240801141549951e-02,1.311756193662128311e-01
2.100022216881970993e-01,4.363749640500066418e-01,2.636728332233243335e-02,1.077426162489722034e-01
1.702264315490637225e-01,3.496710946873930470e-01,2.134561231279262158e-02,8.519242502363247316e-02
1.428278655350195825e-01,3.074980614020003111e-01,1.768033967007834675e-02,7.404714218879031307e-02
1.219212306344517049e-01,2.793978167178984284e-01,1.499130872903334764e-02,6.662048110915488874e-02
3.700699964750840110e+01,6.651200913370067269e+01,9.061049140636155741e+00,2.341072526111381791e+01
3.464444903121044916e+01,5.086212463165345810e+01,8.420297291798231498e+00,1.719875539308879908e+01
3.071327731932321115e+01,4.056551268822317979e+01,7.387371873231917796e+00,1.336388846853707868e+01
2.766160493555862843e+01,3.420229501163915842e+01,6.584923943540800018e+00,1.118239708676171595e+01
2.495384369786727063e+01,2.907195075989328359e+01,5.867861334766139692e+00,9.438464050733955446e+00
2.267438158543795268e+01,2.527995718251590063e+01,5.262027918682164795e+00,8.188350322008206561e+00
2.098476314004820509e+01,2.284917752333501895e+01,4.811454715385246494e+00,7.443083183617163812e+00
1.930187150375016714e+01,2.045798452670693734e+01,4.363002975564877595e+00,6.643190791904254766e+00
1.787491180803352719e+01,1.867916956406122608e+01,3.982444104560349363e+00,6.258142698161634598e+00
1.688563868005584112e+01,1.737592585884132745e+01,3.716713652041666371e+00,5.799780115755945431e+00
1.595428089569385577e+01,1.612360687802393500e+01,3.467855974934871632e+00,5.392735623314049320e+00
1.509480871188968365e+01,1.504153694934431051e+01,3.236500044835069811e+00,5.015818143427585696e+00
1.432237474261938992e+01,1.411095596874261560e+01,3.029111808828151009e+00,4.716693966342119460e+00
1.360720123669197612e+01,1.330222479420361559e+01,2.839015203833973544e+00,4.568799509897729649e+00
1.299884311539874915e+01,1.257333576438423783e+01,2.679134619171153364e+00,4.314794852240818379e+00
1.234640141878105446e+01,1.194300347624657910e+01,2.509669349725419440e+00,4.316500378210199607e+00
1.179864790836422372e+01,1.145207896700712347e+01,2.368955857458058922e+00,4.060716322344087637e+00
1.121408230123942396e+01,1.094347104658094239e+01,2.220436735843853704e+00,3.583673371157177989e+00
1.072838475957109772e+01,1.054405546659724457e+01,2.098589970610557742e+00,3.550681759791077141e+00
1.021295512885914114e+01,1.012512044205770323e+01,1.971320107896677554e+00,3.385104927615770087e+00
9.732735098282201847e+00,9.744597771192566427e+00,1.855102262290321491e+00,3.438865261688965003e+00
9.288461532139550059e+00,9.474347805546052825e+00,1.749676772972643235e+00,3.175202775358298979e+00
8.921844847641098752e+00,9.196125756524258676e+00,1.664293793814172417e+00,3.113633313983974471e+00
8.581129007695784239e+00,8.938156480462863485e+00,1.586420627575605868e+00,3.085290550698341683e+00
8.227083171313459786e+00,8.660842966463542680e+00,1.507029236908432823e+00,3.046238439404058251e+00
7.937172501833454241e+00,8.507180671373536285e+00,1.443378427869943970e+00,3.186474760731675904e+00
7.637902488134697521e+00,8.265158558086072915e+00,1.378868796524171714e+00,2.743136071355531058e+00
7.368614203500434279e+00,8.040272931717193927e+00,1.321944055341034208e+00,2.699488515828639912e+00
7.129179521077835702e+00,7.830790889095358587e+00,1.272359642435684890e+00,2.552149467928082505e+00
6.937968385595821630e+00,7.723189513297344710e+00,1.233749769461231827e+00,2.515530848031719557e+00
6.765369015373951633e+00,7.563612416677224282e+00,1.199850836846121371e+00,2.458182853960723335e+00
6.591502794148361488e+00,7.445024507544127701e+00,1.166896106325766125e+00,2.449753513907467983e+00
6.448065502898935542e+00,7.302556002410767633e+00,1.140896176461550171e+00,2.369906295998415846e+00
6.296453074057852817e+00,7.199354487124214330e+00,1.114595330217398539e+00,2.396178718651388095e+00
6.149116107811827270e+00,7.049102603142102019e+00,1.090042639824876591e+00,2.426887190284555018e+00
6.006041547016512716e+00,6.907319677867934438e+00,1.066970055556346830e+00,2.327834579651835600e+00
5.881761306386990462e+00,6.844912821335904951e+00,1.047427101488517920e+00,2.286632443999705444e+00
5.759594970376278766e+00,6.735624340433279400e+00,1.028483543600688277e+00,2.261971535865611393e+00
4.720386468111389178e+00,6.035085425540108517e+00,8.718940943609700955e-01,1.958207824194662328e+00
4.632828668631852054e+00,6.007452968259546111e+00,8.588990353018418622e-01,1.937385788697314926e+00
4.535585687631417784e+00,5.925816726889398645e+00,8.442303007802799408e-01,1.920418298722200046e+00
