id,Expression,theta,size,MSE_train,MSE_val,MSE_test,R2_train,R2_val,R2_test,nll_train,nll_val,nll_test,mdl_train,mdl_val,mdl_test
0,(Recip(((Abs((-7.613407458519676 / x0)) ^ -3.281768502368754) + 1.5680025894172662)) * x0),-7.613407458519676;-3.281768502368754;1.5680025894172662,11,1.2691676839057142e-4,1.2691676839057142e-4,1.2691676839057142e-4,0.999882980830025,0.999882980830025,0.999882980830025,1.2691676839057142e-4,1.2691676839057142e-4,1.2691676839057142e-4,21.717571173388944,21.717571173388944,21.717571173388944
