id,Expression,theta,size,MSE_train,MSE_val,MSE_test,R2_train,R2_val,R2_test,nll_train,nll_val,nll_test,mdl_train,mdl_val,mdl_test
0,(Abs((Abs((((Abs(-0.7018592107056218) ^ x0) / x0) + -0.36625847562944136)) ^ 4.0050986145245215e-2)) ^ x0),-0.7018592107056218;-0.36625847562944136;4.0050986145245215e-2,14,7.873382972449247e-4,7.873382972449247e-4,7.873382972449247e-4,0.9909537882158704,0.9909537882158704,0.9909537882158704,7.873382972449247e-4,7.873382972449247e-4,7.873382972449247e-4,18.39447381672515,18.39447381672515,18.39447381672515
