id,Expression,theta,size,MSE_train,MSE_val,MSE_test,R2_train,R2_val,R2_test,nll_train,nll_val,nll_test,mdl_train,mdl_val,mdl_test
0,(Abs(0.9624808390149098) ^ (0.6048912706841182 + (Abs(((Abs(-0.7624454188145893) ^ x0) + x0)) ^ 1.003648929221507))),0.9624808390149098;0.6048912706841182;-0.7624454188145893;1.003648929221507,14,8.394971383566041e-4,8.394971383566041e-4,8.394971383566041e-4,0.9903545033534903,0.9903545033534903,0.9903545033534903,8.394971383566041e-4,8.394971383566041e-4,8.394971383566041e-4,21.979113438480084,21.979113438480084,21.979113438480084
