id,Expression,theta,size,MSE_train,MSE_val,MSE_test,R2_train,R2_val,R2_test,nll_train,nll_val,nll_test,mdl_train,mdl_val,mdl_test
0,(Abs(((-0.2543870641258649 - Recip((Abs(x0) ^ (Abs(1.177485588493437) ^ x0)))) * -1.2642124867728504)) ^ -0.9786874376956984),-0.2543870641258649;1.177485588493437;-1.2642124867728504;-0.9786874376956984,15,2.3577100287670486e-4,2.3577100287670486e-4,2.3577100287670486e-4,0.9997826155880688,0.9997826155880688,0.9997826155880688,2.3577100287670486e-4,2.3577100287670486e-4,2.3577100287670486e-4,26.715464653425535,26.715464653425535,26.715464653425535
