id,Expression,theta,size,MSE_train,MSE_val,MSE_test,R2_train,R2_val,R2_test,nll_train,nll_val,nll_test,mdl_train,mdl_val,mdl_test
0,(Recip((Abs(Recip((-0.14806352857976843 * x0))) ^ -0.234177856887665)) + -6.31836483885144e-2),-0.14806352857976843;-0.234177856887665;-6.31836483885144e-2,10,1.3033758975093436e-3,1.3033758975093436e-3,1.3033758975093436e-3,0.9489534298785772,0.9489534298785772,0.9489534298785772,1.3033758975093436e-3,1.3033758975093436e-3,1.3033758975093436e-3,20.649342068757093,20.649342068757093,20.649342068757093
