id,Expression,theta,size,MSE_train,MSE_val,MSE_test,R2_train,R2_val,R2_test,nll_train,nll_val,nll_test,mdl_train,mdl_val,mdl_test
0,(-0.3255467170008363 + (Abs(((-3.958634507116955 + x0) * -4.9235275765007025e-2)) ^ -0.14679878143667674)),-0.3255467170008363;-3.958634507116955;-4.9235275765007025e-2;-0.14679878143667674,10,1.2983626311165713e-3,1.2983626311165713e-3,1.2983626311165713e-3,0.9491497738918009,0.9491497738918009,0.9491497738918009,1.2983626311165713e-3,1.2983626311165713e-3,1.2983626311165713e-3,19.19315971267052,19.19315971267052,19.19315971267052
