id,Expression,theta,size,MSE_train,MSE_val,MSE_test,R2_train,R2_val,R2_test,nll_train,nll_val,nll_test,mdl_train,mdl_val,mdl_test
0,((((Abs(x0) ^ (-1.2648484519746745 * x0)) + 0.3307966341845618) * x0) + 0.7363530043455068),-1.2648484519746745;0.3307966341845618;0.7363530043455068,12,3.422466259492113e-3,3.422466259492113e-3,3.422466259492113e-3,0.9456903032453021,0.9456903032453021,0.9456903032453021,3.422466259492113e-3,3.422466259492113e-3,3.422466259492113e-3,18.372641211593887,18.372641211593887,18.372641211593887
