id,Expression,theta,size,MSE_train,MSE_val,MSE_test,R2_train,R2_val,R2_test,nll_train,nll_val,nll_test,mdl_train,mdl_val,mdl_test
0,((Abs((0.5136757731967083 + x0)) ^ (Abs(-0.14737652731593703) ^ (-0.9139513803386886 + x0))) + 0.6614377865308383),0.5136757731967083;-0.14737652731593703;-0.9139513803386886;0.6614377865308383,13,2.6829276094880784e-3,2.6829276094880784e-3,2.6829276094880784e-3,0.957425735175041,0.957425735175041,0.957425735175041,2.6829276094880784e-3,2.6829276094880784e-3,2.6829276094880784e-3,Infinity,Infinity,Infinity
